data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,#bergs,#growlers,#Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,Comments,,,
IOT,1,107,107,N,Ship,Unknown,Visual,42.11666667,-50.66666667,1918,1918,June,6/22/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1505 Jul 3: Large low iceberg,,,
IOT,1,114,114,N,Ship,Unknown,Visual,42.66666667,-50.15,1918,1918,June,6/22/18,,Medium,,,,,1,,,,,,91,E,30,E,,,,,,,,HB 1506 Jul 10: a large berg ~100' high & 300' long at water's edge,,,
IOT,1,134,134,N,Ship,Unknown,Visual,49.16666667,-47.83333333,1918,1918,June,6/22/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1507 Jul 17: berg sighted between 22 & 24 Jun,,,
IOT,1,97,97,N,Miscellaneous,Cape Race,Visual,46.65,-52.86666667,1918,1918,June,6/23/18,,Ice Island,,,,,,,,1,,,926,E,18,E,,,,,,,,HB 1504 Jun 26: a large berg in sight 8 miles to the eastward of Cape Race  [position calculated]. HB 1505 Jul 3: ~9 miles E of C.Race a large berg ½ mile long & 60' high,,,
IOT,1,109.01,109.01,N,Ship,Unknown,Visual,46.65,-53.06666667,1918,1918,June,6/23/18,,Large,,,,,,30,,,,,,,,,,,,,,,,HB 1505 Jul 3: ~30 large bergs between St. John's and Cape Race,,,
IOT,0,109.02,109.02,N,Ship,Unknown,Visual,47.61666667,-52.75,1918,1918,June,6/23/18,,Large,,,,,,,,,,,,,,,,,,,,,,HB 1505 Jul 3: ~30 large bergs between St. John's and Cape Race,,,
IOT,1,111.1,111.1,N,Ship,Unknown,Visual,49.15,-49.76666667,1918,1918,June,6/23/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1505 Jul 3: a large berg & several growlers,,,
IOT,1,111.2,111.2,N,Ship,Unknown,Visual,49.15,-49.76666667,1918,1918,June,6/23/18,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1505 Jul 3: a large berg & several growlers,,,
IOT,1,112.1,112.1,N,Ship,Unknown,Visual,48.98333333,-49.96666667,1918,1918,June,6/23/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1505 Jul 3,,,
IOT,1,112.2,112.2,N,Ship,Unknown,Visual,48.98333333,-49.96666667,1918,1918,June,6/23/18,,Growler,,1,,,,,,,,,,,,,,,,,,,,HB 1505 Jul 3,,,
IOT,1,115.1,115.1,N,Ship,Unknown,Visual,49.15,-49.76666667,1918,1918,June,6/23/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1506 Jul 10: a large berg & 7 small growlers,,,
IOT,1,115.2,115.2,N,Ship,Unknown,Visual,49.15,-49.76666667,1918,1918,June,6/23/18,,Growler,,7,,,,,,,,,,,,,,,,,,,,HB 1506 Jul 10: a large berg & 7 small growlers,,,
IOT,1,116.1,116.1,N,Ship,Unknown,Visual,48.7,-50.31666667,1918,1918,June,6/23/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1506 Jul 10,,,
IOT,1,116.2,116.2,N,Ship,Unknown,Visual,48.7,-50.31666667,1918,1918,June,6/23/18,,Growler,,2,,,,,,,,,,,,,,,,,,,,HB 1506 Jul 10,,,
IOT,1,117.1,117.1,N,Ship,Unknown,Visual,48.51666667,-50.55,1918,1918,June,6/23/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1506 Jul 10: 1 large & several small bergs,,,
IOT,1,117.2,117.2,N,Ship,Unknown,Visual,48.51666667,-50.55,1918,1918,June,6/23/18,,Small,,,,x,,,,,,,,,,,,,,,,,,HB 1506 Jul 10: 1 large & several small bergs,,,
IOT,1,135,135,N,Ship,Unknown,Visual,49.08333333,-48.3,1918,1918,June,6/23/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1507 Jul 17: berg sighted between 22 & 24 Jun,,,
IOT,1,136,136,N,Ship,Unknown,Visual,48.33333333,-48.41666667,1918,1918,June,6/23/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1507 Jul 17: berg sighted between 22 & 24 Jun,,,
IOT,1,137,137,N,Ship,Unknown,Visual,48.03333333,-49.13333333,1918,1918,June,6/23/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1507 Jul 17: berg sighted between 22 & 24 Jun,,,
IOT,1,139.1,139.1,N,Ship,Unknown,Visual,39.15,-49.76666667,1918,1918,June,6/23/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1507 Jul 17: a large berg & several growlers,,,
IOT,1,139.2,139.2,N,Ship,Unknown,Visual,39.15,-49.76666667,1918,1918,June,6/23/18,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1507 Jul 17: a large berg & several growlers,,,
IOT,1,118,118,N,Ship,Unknown,Visual,46.33333333,-48.66666667,1918,1918,June,6/24/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1506 Jul 10,,,
IOT,1,138,138,N,Ship,Unknown,Visual,43.46666667,-49.75,1918,1918,June,6/24/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1507 Jul 17: berg sighted between 22 & 24 Jun,,,
IOT,1,141.1,141.1,N,Ship,Unknown,Visual,51.11666667,-48.5,1918,1918,June,6/24/18,,Very Large,,,,,,,1,,,,,,,,,,,,,,,HB 1507 Jul 17: a piece of ice & two Icebergs one of which was very large with an ice field surrounding the bergs,,,
IOT,1,141.2,141.2,N,Ship,Unknown,Visual,51.11666667,-48.5,1918,1918,June,6/24/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1507 Jul 17: a piece of ice & two Icebergs one of which was very large with an ice field surrounding the bergs,,,
IOT,1,141.3,141.3,N,Ship,Unknown,Visual,51.11666667,-48.5,1918,1918,June,6/24/18,,Growler,,1,,,,,,,,,,,,,,,,,,,,HB 1507 Jul 17: a piece of ice & two Icebergs one of which was very large with an ice field surrounding the bergs,,,
IOT,1,120,120,N,Ship,Unknown,Visual,48.93333333,-46.25,1918,1918,June,6/25/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1506 Jul 10,,,
IOT,1,121,121,N,Ship,Unknown,Visual,49,-46.06666667,1918,1918,June,6/25/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1506 Jul 10,,,
IOT,1,123,123,N,Ship,Unknown,Visual,49.46666667,-45.6,1918,1918,June,6/25/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1506 Jul 10,,,
IOT,1,125,125,N,Ship,Unknown,Visual,49.16666667,-46.06666667,1918,1918,June,6/25/18,,Unidentified,,,,,,,,,1,,,,,,,,,,,,,"HB 1506 Jul 10 - Ice was reported in the following locations, but details were not given",,,
IOT,1,126,126,N,Ship,Unknown,Visual,48.86666667,-45.85,1918,1918,June,6/25/18,,Large,,,,,,1,,,,,,,,,,,,,,,,"HB 1506 Jul 10 - Ice was reported in the following locations, but details were not given. Another report in issue states a large berg in a less likely lon of 43.51W",,,
IOT,1,142,142,N,Ship,Unknown,Visual,45.93333333,-46.25,1918,1918,June,6/25/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1507 Jul 17,,,
IOT,1,150,150,N,Ship,Unknown,Visual,53.61666667,-51.15,1918,1918,June,6/26/18,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1508 Jul 24: Field ice and icebergs ~180 miles NE by E (true) from Belle Isle [position calculated],,,
IOT,1,113,113,N,Unknown,Unknown,Visual,46.65,-52.85,1918,1918,June,6/27/18,,Berg,6,,,,,,,,,,,,,,,,,,,,,HB 1505 Jul 3: 6 bergs ~9 miles East of Cape Race [position calculated] - ,,,
IOT,1,147,147,N,Ship,Unknown,Visual,50,-48,1918,1918,June,6/27/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1508 Jul 24,,,
IOT,1,148,148,N,Ship,Unknown,Visual,49,-48.16666667,1918,1918,June,6/27/18,,Berg,2,,,,,,,,,,,,,,,,,,,,,HB 1508 Jul 24,,,
IOT,1,149,149,N,Ship,Unknown,Visual,52.5,-51,1918,1918,June,6/27/18,,Large,,,,,,x,,,,,,,,,,,,,,,,HB 1508 Jul 24: several large bergs,,,
IOT,1,128.1,128.1,N,Ship,Unknown,Visual,45.88333333,-47.2,1918,1918,June,6/28/18,,Large,,,,,,1,,,,Pinnacle,,,,,,,,,,,,HB 1506 Jul 10 - Large iceberg with a double peak; also a smaller berg,,,
IOT,1,128.2,128.2,N,Ship,Unknown,Visual,45.88333333,-47.2,1918,1918,June,6/28/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1506 Jul 10 - Large iceberg with a double peak; also a smaller berg,,,
IOT,1,146,146,N,Ship,Unknown,Visual,46,-48.83333333,1918,1918,June,6/28/18,,Berg,2,,,,,,,,,,,,,,,,,,,,,HB 1508 Jul 24: two icebergs about 10 miles apart,,,
IOT,1,129,129,N,Ship,Unknown,Visual,45.41666667,-48.66666667,1918,1918,June,6/29/18,,Small,,,,1,,,,,,,,,9.1,E,,,,,,,,HB 1506 Jul 10: a small berg ~30' high,,,
IOT,1,143,143,N,Ship,Unknown,Visual,46.91666667,-48.58333333,1918,1918,June,6/29/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1507 Jul 17,,,
IOT,1,144,144,N,Ship,Unknown,Visual,49.33333333,-45.6,1918,1918,June,6/29/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1507 Jul 17. HB 1506 Jul 10 states ice reported.,,,
IOT,1,164,164,N,Unknown,Unknown,Visual,46.58333333,-52.91666667,1918,1918,July,7/2/18,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1510 Aug 7: Growlers are NE. of Cape Race [position approximate],,,
IOT,1,226,226,N,Ship,Unknown,Visual,48,-52.5,1918,1918,July,7/4/18,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1515 Sept 11: numerous bergs,,,
IOT,1,145,145,N,Ship,Unknown,Visual,44.38333333,-49.6,1918,1918,July,7/7/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1507 Jul 17: Large iceberg southwest of Cape Race [position given]. HB 1506 Jul 10 states ice reported.,,,
IOT,1,227,227,N,Ship,Unknown,Visual,55.33333333,-58.93333333,1918,1918,July,7/7/18,,Berg,x,,,,,,,,,,,,,,,,,,,,,"HB 1515 Sept 11: ~54 miles SE. of Cape Harrigan and 10 miles off the coast, pack ice & numerous bergs [approximate position calculated]",,,
IOT,1,165,165,N,Unknown,Unknown,Visual,46.61666667,-53.06666667,1918,1918,July,7/8/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1510 Aug 7: a large berg 2 miles due S of C.Race [position calculated],,,
IOT,1,151,151,N,Ship,Unknown,Visual,48.68333333,-49.86666667,1918,1918,July,7/11/18,,Medium,,,,,1,,,,,,91,E,30,E,,,,,,,,HB 1509 Jul 13: a berg ~100' high & 300' long,,,
IOT,1,152,152,N,Ship,Unknown,Visual,49,-50.41666667,1918,1918,July,7/11/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1509 Jul 13,,,
IOT,1,153,153,N,Ship,Unknown,Visual,48.85,-50.35,1918,1918,July,7/11/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1509 Jul 13,,,
IOT,1,154.01,154.01,N,Ship,Unknown,Visual,48.58333333,-50.36666667,1918,1918,July,7/11/18,,Small,,,,4,,,,,,,,,,,,,,,,,,HB 1509 Jul 13,,,
IOT,0,154.02,154.02,N,Ship,Unknown,Visual,48.83333333,-50.45,1918,1918,July,7/11/18,,Small,,,,,,,,,,,,,,,,,,,,,,HB 1509 Jul 13,,,
IOT,1,166,166,N,Ship,Unknown,Visual,55.01666667,-49.68333333,1918,1918,July,7/11/18,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1510 Aug 7,,,
IOT,1,187.1,187.1,N,Ship,Unknown,Visual,43.5,-49.16666667,1918,1918,July,7/11/18,,Very Large,,,,,,,1,,,,,,,,,,,,,,,HB 1512 Aug 21: A very large and very high iceberg; also a small berg,,,
IOT,1,187.2,187.2,N,Ship,Unknown,Visual,43.5,-49.16666667,1918,1918,July,7/11/18,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1512 Aug 21: A very large and very high iceberg; also a small berg,,,
IOT,1,167,167,N,Ship,Unknown,Visual,50.23333333,-46.18333333,1918,1918,July,7/13/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1510 Aug 7,,,
IOT,1,168,168,N,Ship,Unknown,Visual,49.85,-48.06666667,1918,1918,July,7/13/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1510 Aug 7,,,
IOT,1,169.01,169.01,N,Ship,Unknown,Visual,49.71666667,-46.91666667,1918,1918,July,7/14/18,,Berg,11,,,,,,,,,,,,,,,,,,,,,HB 1510 Aug 7,,,
IOT,0,169.02,169.02,N,Ship,Unknown,Visual,47.41666667,-48.38333333,1918,1918,July,7/14/18,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 1510 Aug 7,,,
IOT,1,170,170,N,Ship,Unknown,Visual,49.33333333,-47.41666667,1918,1918,July,7/14/18,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1510 Aug 7,,,
IOT,1,156.1,156.1,N,Ship,Unknown,Visual,50.75,-47.25,1918,1918,July,7/15/18,,Large,,,,,,3,,,,,,,15,E,,,,,,,,"HB 1509 Jul 13: 4 large bergs, one ~100' high, the others ~50' high",,,
IOT,1,156.2,156.2,N,Ship,Unknown,Visual,50.75,-47.25,1918,1918,July,7/15/18,,Large,,,,,,1,,,,,,,30,E,,,,,,,,"HB 1509 Jul 13: 4 large bergs, one ~100' high, the others ~50' high",,,
IOT,1,157.1,157.1,N,Ship,Unknown,Visual,48.53333333,-45.71666667,1918,1918,July,7/15/18,,Small,,,,1,,,,,,,,,9.1,E,,,,,,,,HB 1509 Jul 13: 2 small bergs 30 & 50' high; 8 hours later & during a continuous run of ~4½ hours to westward passed 10 bergs from 30 to 350' high,,,
IOT,1,157.2,157.2,N,Ship,Unknown,Visual,48.53333333,-45.71666667,1918,1918,July,7/15/18,,Small,,,,1,,,,,,,,,15,E,,,,,,,,HB 1509 Jul 13: 2 small bergs 30 & 50' high; 8 hours later & during a continuous run of ~4½ hours to westward passed 10 bergs from 30 to 350' high,,,
IOT,1,157.3,157.3,N,Ship,Unknown,Visual,48.53333333,-45.71666667,1918,1918,July,7/15/18,,Berg,10,,,,,,,,,,,,,,,,,,,,,HB 1509 Jul 13: 2 small bergs 30 & 50' high; 8 hours later & during a continuous run of ~4½ hours to westward passed 10 bergs from 30 to 350' high [position approximate],,,
IOT,1,158,158,N,Ship,Unknown,Visual,49,-50,1918,1918,July,7/15/18,,Berg,2,,,,,,,,,,,,,,,,,,,,,HB 1509 Jul 13,,,
IOT,1,159,159,N,Ship,Unknown,Visual,50.16666667,-48.5,1918,1918,July,7/15/18,,Berg,7,,,,,,,,,,,,,,,,,,,,,HB 1509 Jul 13: seven icebergs of various sizes,,,
IOT,1,160.1,160.1,N,Ship,Unknown,Visual,50.26666667,-48.66666667,1918,1918,July,7/15/18,,Medium,,,,,1,,,,,,,,30,E,,,,,,,,"HB 1509 Jul 13: 2 bergs, one ~100' high & the other ~75' high",,,
IOT,1,160.2,160.2,N,Ship,Unknown,Visual,50.26666667,-48.66666667,1918,1918,July,7/15/18,,Medium,,,,,1,,,,,,,,23,E,,,,,,,,"HB 1509 Jul 13: 2 bergs, one ~100' high & the other ~75' high",,,
IOT,1,161,161,N,Ship,Unknown,Visual,46.76666667,-52.85,1918,1918,July,7/16/18,,Berg,4,,,,,,,,,,,,,,,,,,,,,"HB 1509 Jul 13: four icebergs, two of which were aground",,,
IOT,1,171,171,N,Ship,Unknown,Visual,48.66666667,-50.7,1918,1918,July,7/16/18,,Berg,6,,,,,,,,,,,,,,,,,,,,,HB 1510 Aug 7,,,
IOT,1,172,172,N,Ship,Unknown,Visual,48.75,-50.16666667,1918,1918,July,7/16/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1510 Aug 7: a big berg,,,
IOT,1,196,196,N,Ship,Unknown,Visual,47.96666667,-50.58333333,1918,1918,July,7/18/18,,Medium,,,,,1,,,,,,,,34,E,,,,,,,,HB 1513 Aug 28: a berg ~110' high,,,
IOT,1,173.1,173.1,N,Ship,Unknown,Visual,45.8,-43.88333333,1918,1918,July,7/19/18,,Large,,,,,4,,,,,,,,,,,,,,,,,HB 1510 Aug 7,,,
IOT,1,173.2,173.2,N,Ship,Unknown,Visual,45.8,-43.88333333,1918,1918,July,7/19/18,,Small,,,,2,,,,,,,,,,,,,,,,,,HB 1510 Aug 7,,,
IOT,1,174,174,N,Ship,Unknown,Visual,48.05,-50.48333333,1918,1918,July,7/21/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1510 Aug 7,,,
IOT,1,175,175,N,Ship,Unknown,Visual,48.31666667,-50.66666667,1918,1918,July,7/21/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1510 Aug 7,,,
IOT,1,176,176,N,Ship,Unknown,Visual,48.35,-50.6,1918,1918,July,7/21/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1510 Aug 7,,,
IOT,1,299,299,N,Ship,Unknown,Visual,51.5,-56.5,1918,1918,July,7/21/18,,Large,,,,,,x,,,,,,,,,,,,,,,,HB 1518 Oct 2: several large icebergs in the Strait of Belleisle,,,
IOT,1,300,300,N,Ship,Unknown,Visual,51.95,-55.4,1918,1918,July,7/21/18,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1518 Oct 2: several bergs aground around Belle Isle [position approximate],,,
IOT,1,301.01,301.01,N,Ship,Unknown,Visual,51.95,-55.3,1918,1918,July,7/21/18,,Berg,400,,,,,,,,,,,,,,,,,,,,,HB 1518 Oct 2: steamed past Belle Isle on a N 54 degrees E (true) course for 180 miles [position calculated] & continuously passed at least 300 to 400 large & small bergs. Several times was surrounded by as many as 60 bergs,,,
IOT,1,301.02,301.02,N,Ship,Unknown,Visual,53.71666667,-51.25,1918,1918,July,7/21/18,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 1518 Oct 2: steamed past Belle Isle on a N 54 degrees E (true) course for 180 miles [position calculated] & continuously passed at least 300 to 400 large & small bergs. Several times was surrounded by as many as 60 bergs,,,
IOT,1,177,177,N,Ship,Unknown,Visual,42.4,-49.78333333,1918,1918,July,7/22/18,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1510 Aug 7,,,
IOT,1,178.1,178.1,N,Ship,Unknown,Visual,42.4,-50.41666667,1918,1918,July,7/22/18,,Small,,,,2,,,,,,,,,,,,,,,,,, HB 1510 Aug 7: Two small bergs and two small pieces of ice,,,
IOT,1,178.2,178.2,N,Ship,Unknown,Visual,42.4,-50.41666667,1918,1918,July,7/22/18,,Growler,,x,,,,,,,,,,,,,,,,,,,, HB 1510 Aug 7: Two small bergs and two small pieces of ice,,,
IOT,1,181.01,181.01,N,Ship,Unknown,Visual,42.66666667,-49.91666667,1918,1918,July,7/22/18,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1511 Aug 14: several bergs,,,
IOT,0,181.02,181.02,N,Ship,Unknown,Visual,42.58333333,-49.5,1918,1918,July,7/22/18,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 1511 Aug 14: several bergs,,,
IOT,1,249,248,N,Ship,Unknown,Visual,48.36666667,-50.91666667,1918,1918,July,7/22/18,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1516 Sept 18,,,
IOT,1,280,280,N,Ship,Unknown,Visual,43.8,-47.48333333,1918,1918,July ,7/22/18,,Medium,,,,,1,,,,,,,,18,E,,,,,,,,HB 1517 Sept 25: a berg ~60' high,,,
IOT,1,281,281,N,Ship,Unknown,Visual,44.23333333,-47.1,1918,1918,July,7/22/18,,Medium,,,,,1,,,,,,,,24,E,,,,,,,,HB 1517 Sept 25: a berg ~80' high,,,
IOT,1,11,11,N,Ship,Unknown,Visual,44.41666667,-35.01666667,1918,1918,July,7/23/18,,Large,,,,,,1,,,,,,,,,,,,,,,,Marine Observer Vol.9 1932 from Hydrographic Bulletin and HB 1509 Jul 13,,,
IOT,1,162,162,N,Ship,Unknown,Visual,43.03333333,-49.75,1918,1918,July,7/23/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1509 Jul 13,,,
IOT,1,163,163,N,Ship,Unknown,Visual,44.41666667,-48.58333333,1918,1918,July,7/23/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1509 Jul 13,,,
IOT,1,182.11,182.11,N,Ship,Unknown,Visual,49.86666667,-48.11666667,1918,1918,July,7/28/18,,Very Large,,,,,,,6,,,,,,,,,,,,,,,"HB 1511 Aug 14: 14 bergs, 6 of them very large",,,
IOT,0,182.12,182.12,N,Ship,Unknown,Visual,46.78333333,-53.9,1918,1918,July,7/28/18,,Very Large,,,,,,,,,,,,,,,,,,,,,,"HB 1511 Aug 14: 14 bergs, 6 of them very large",,,
IOT,1,182.21,182.21,N,Ship,Unknown,Visual,49.86666667,-48.11666667,1918,1918,July,7/28/18,,Berg,8,,,,,,,,,,,,,,,,,,,,,"HB 1511 Aug 14: 14 bergs, 6 of them very large",,,
IOT,0,182.22,182.22,N,Ship,Unknown,Visual,46.78333333,-53.9,1918,1918,July,7/28/18,,Berg,,,,,,,,,,,,,,,,,,,,,,"HB 1511 Aug 14: 14 bergs, 6 of them very large",,,
IOT,1,250,249,N,Ship,Unknown,Visual,59.11666667,-50.01666667,1918,1918,July,7/28/18,,Berg,15,,,,,,,,,,,,,,,,,,,,,HB 1516 Sept 18,,,
IOT,1,179,179,N,Ship,Unknown,Visual,44.7,-59,1918,1918,July,7/29/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1510 Aug 7,,,
IOT,1,180,180,N,Ship,Unknown,Visual,42.61666667,-49.16666667,1918,1918,July,7/29/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1510 Aug 7,,,
IOT,1,183,183,N,Ship,Unknown,Visual,44.16666667,-47.36666667,1918,1918,July,7/29/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1511 Aug 14,,,HB 1512 Aug 21 
IOT,1,184,184,N,Ship,Unknown,Visual,47.76666667,-48.6,1918,1918,July,7/29/18,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1511 Aug 14,,,
IOT,1,185,185,N,Ship,Unknown,Visual,43.5,-47.41666667,1918,1918,July,7/29/18,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1511 Aug 14,,,
IOT,1,186,186,N,Ship,Unknown,Visual,47.4,-49.3,1918,1918,July,7/29/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1511 Aug 14,,,
IOT,1,228,228,N,Ship,Unknown,Visual,54.5,-56,1918,1918,July,7/31/18,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1515 Sept 11: numerous bergs; other pack ice and pieces of ice also sighted during days prior,,,
IOT,1,229,229,N,Ship,Unknown,Visual,52,-54.5,1918,1918,August,8/1/18,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1515 Sept 11: scattered icebergs,,,
IOT,1,230,230,N,Ship,Unknown,Visual,50,-53,1918,1918,August,8/2/18,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1515 Sept 11: scattered icebergs,,,
IOT,1,197,197,N,Ship,Unknown,Visual,48.55,-49.33333333,1918,1918,August,8/4/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1513 Aug 28,,,
IOT,1,188,188,N,Ship,Unknown,Visual,48.63333333,-49.78333333,1918,1918,August,8/6/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1512 Aug 21 ,,,
IOT,1,189,189,N,Ship,Unknown,Visual,47.93333333,-51.5,1918,1918,August,8/6/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1512 Aug 21 ,,,
IOT,1,190,190,N,Ship,Unknown,Visual,49,-50,1918,1918,August,8/6/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1512 Aug 21 ,,,
IOT,1,251.1,251.1,N,Ship,Unknown,Visual,47.5,-51.95,1918,1918,August,8/6/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1516 Sept 18: a large & some small bergs,,,
IOT,1,251.2,251.2,N,Ship,Unknown,Visual,47.5,-51.95,1918,1918,August,8/6/18,,Small,,,,x,,,,,,,,,,,,,,,,,,HB 1516 Sept 18: a large & some small bergs,,,
IOT,1,198.1,198.1,N,Ship,Unknown,Visual,48,-50.33333333,1918,1918,August,8/7/18,,Large,,,,,,2,,,,,,,55,E,,,,,,,,"HB 1513 Aug 28: 3 bergs, 2 of which were ~180' high & the 3rd ~140' high",,,
IOT,1,198.2,198.2,N,Ship,Unknown,Visual,48,-50.33333333,1918,1918,August,8/7/18,,Medium,,,,,1,,,,,,,,43,E,,,,,,,,"HB 1513 Aug 28: 3 bergs, 2 of which were ~180' high & the 3rd ~140' high",,,
IOT,1,252.1,252.1,N,Ship,Unknown,Visual,49.3,-50.4,1918,1918,August,8/7/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1515 Sept 11: Large iceberg with small pieces of ice,,,
IOT,1,252.2,252.2,N,Ship,Unknown,Visual,49.3,-50.4,1918,1918,August,8/7/18,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1515 Sept 11: Large iceberg with small pieces of ice,,,
IOT,1,253,253,N,Ship,Unknown,Visual,50.41666667,-49,1918,1918,August,8/7/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1516 Sept 18,,,
IOT,1,254,254,N,Ship,Unknown,Visual,50.55,-48.96666667,1918,1918,August,8/7/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1516 Sept 18,,,
IOT,1,192.1,192.1,N,Ship,Unknown,Visual,45.81666667,-47.81666667,1918,1918,August,8/8/18,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1512 Aug 21: Large iceberg and several growlers,,,
IOT,1,192.2,192.2,N,Ship,Unknown,Visual,45.81666667,-47.81666667,1918,1918,August,8/8/18,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1512 Aug 21: Large iceberg and several growlers,,,
IOT,1,199.1,199.1,N,Ship,Unknown,Visual,48.83333333,-50.46666667,1918,1918,August,8/8/18,,Large,,,,,,1,,,,,,,61,E,,,,,,,,HB 1513 Aug 28: a large berg ~200' high; also 2 small bergs,,,
IOT,1,199.2,199.2,N,Ship,Unknown,Visual,48.83333333,-50.46666667,1918,1918,August,8/8/18,,Small,,,,2,,,,,,,,,,,,,,,,,,HB 1513 Aug 28: a large berg ~200' high; also 2 small bergs,,,
IOT,1,200.1,200.1,N,Ship,Unknown,Visual,49,-50.33333333,1918,1918,August,8/8/18,,Berg,6,,,,,,,,,,,,,,,,,,,,,HB 1513 Aug 28: 6 bergs & small pieces of ice,,,
IOT,1,200.2,200.2,N,Ship,Unknown,Visual,49,-50.33333333,1918,1918,August,8/8/18,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1513 Aug 28: 6 bergs & small pieces of ice,,,
IOT,1,201,201,N,Ship,Unknown,Visual,48.41666667,-51.2,1918,1918,August,8/8/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1513 Aug 28,,,
IOT,1,202.1,202.1,N,Ship,Unknown,Visual,47.98333333,-51.83333333,1918,1918,August,8/8/18,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1513 Aug 28: a berg & several small growlers,,,
